"Survey ID","User ID","Start time","Submission time","Time to complete","Meal ID","Meal name","Food ID","Search term","Intake24 food code","Description (en)","Description (local)","Nutrient table name","Nutrient table code","Food group code","Food group (en)","Food group (local)","Ready meal","Brand","Serving size (g/ml)","Serving image","Leftovers (g/ml)","Leftovers image","Portion size (g/ml)","Reasonable amount","Missing food description","Missing food portion size","Missing food leftovers","Energy (kcal)","Fat","Satd FA","Protein","Carbohydrate","Total sugars","Non-milk extrinsic sugars","Alcohol","Fibre, water-insoluble","Fibre, water-soluble","Vitamin C","Calcium","Iron","Alpha-carotene","Beta cryptoxanthin","Beta-carotene","Biotin","Chloride","Cholesterol","Cis-Mon FA","Cis-n3 FA","Cis-n6 FA","Copper","Energy (kJ)","Englyst fibre","Folate","Fructose","Glucose","Haem iron","Intrinsic and milk sugars","Iodine","Lactose","Magnesium","Maltose","Manganese","Niacin","Niacin equivalent","Nitrogen conversion factor","Non-haem iron","Other sugars (UK)","Pantothenic acid","Phosphorus","Potassium","Retinol","Riboflavin","Selenium","Sodium","Southgate fibre","Starch","Sucrose","Thiamin","Total carotene","Total nitrogen","Trans FA","Tryptophan/60","Vitamin A","Vitamin B12","Vitamin B6","Vitamin D","Vitamin E","Water","Zinc","CO₂ emissions"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","1","Cumin Potatoes","POTW","Potato wedges","Potato wedges","NDNS","3991","66","Potato products e.g. wedges, waffles, croquettes","Potato products e.g. wedges, waffles, croquettes","false","N/A","91.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/chipth/chipth2.jpg","0.00","N/A","91.00","true","N/A","N/A","N/A","142.87","4.55","0.77","2.28","24.84","1.09","0.36","0.00","N/A","N/A","0.00","19.11","2.28","0.00","3.64","7.28","0.00","263.90","0.00","2.58","0.04","0.62","0.15","604.24","1.91","9.10","0.27","0.27","0.00","0.73","0.91","0.00","23.66","0.09","0.19","1.55","1.91","5.69","2.28","N/A","0.36","83.72","469.56","0.00","0.05","0.91","200.20","2.46","23.75","0.36","0.07","9.10","0.46","0.36","0.36","1.82","0.00","0.09","0.00","0.00","55.97","0.46","236.60"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","2","Beetroot salad","BTSA","Beetroot salad","Beetroot salad","NDNS","10403","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","false","N/A","200.00","N/A","0.00","N/A","200.00","true","N/A","N/A","N/A","114.00","1.20","0.18","3.80","23.20","22.00","6.40","0.00","N/A","N/A","9.60","52.00","1.40","602.00","0.00","1614.00","0.00","132.00","0.00","0.30","0.04","0.66","0.06","482.00","3.40","180.00","0.60","0.80","0.00","15.80","4.00","0.00","26.00","0.00","1.48","0.20","0.80","12.50","1.40","N/A","0.20","144.00","862.00","0.00","0.02","0.00","182.00","N/A","1.20","20.60","0.04","1916.00","0.60","0.00","0.60","320.00","0.00","0.00","0.00","0.40","162.40","0.80","320.00"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","3","Falafel","FLFL","Falafel","Falafel","NDNS","8102","110","Cereal based savouries with vegetable or meat additions: bhajis, samosas, pakora, prawn toasts, spring rolls, meat filled spring roll","Cereal based savouries with vegetable or meat additions: bhajis, samosas, pakora, prawn toasts, spring rolls, meat filled spring roll","false","N/A","80.00","N/A","0.00","N/A","80.00","true","N/A","N/A","N/A","169.60","7.92","0.98","6.24","19.52","4.32","2.56","0.00","N/A","N/A","2.32","43.20","1.68","0.00","0.00","52.80","0.00","523.20","0.00","2.84","0.34","3.11","0.21","711.20","6.96","48.00","0.24","0.24","0.00","1.84","2.40","0.00","28.00","0.00","0.50","0.72","1.44","4.80","1.68","N/A","0.24","64.80","218.40","0.00","0.05","0.80","333.60","N/A","15.12","3.36","0.10","52.80","1.04","0.00","0.72","8.80","0.00","0.08","0.00","2.32","41.36","0.88","160.00"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","4","Sweet Chilli Marmalade","CHLL","Chilli sauce","Chilli sauce","NDNS","9397","97","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce","false","N/A","14.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/sauce_dollop/412.jpg","2.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/sauce_dollop_leftovers/402.jpg","12.00","true","N/A","N/A","N/A","9.48","0.10","0.01","0.16","2.12","2.08","1.90","0.00","N/A","N/A","0.96","2.04","0.34","2.64","21.84","56.04","0.12","444.00","0.00","0.01","0.01","0.05","0.01","40.20","0.13","1.20","1.14","0.94","0.00","0.18","0.24","0.00","1.80","0.00","0.02","0.07","0.11","0.75","0.34","N/A","0.02","3.36","16.80","0.00","0.01","0.00","314.40","0.13","0.05","0.00","0.00","68.40","0.02","0.00","0.04","11.40","0.00","0.01","0.00","0.24","8.60","0.01","4.56"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","5","Chocolate Cake","CHCK","Chocolate cake","Chocolate cake","NDNS","8713","16","Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)","Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)","false","N/A","21.87","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/gateau/m216.jpg","0.00","N/A","21.87","true","N/A","N/A","N/A","87.48","4.66","1.48","1.99","10.08","5.42","5.40","0.00","N/A","N/A","0.00","23.62","0.72","0.22","0.00","25.59","1.09","82.23","16.18","1.45","0.15","1.26","0.22","366.98","0.17","3.50","0.00","0.00","0.00","0.02","10.28","0.00","28.65","0.00","0.07","0.17","0.61","1.54","0.72","N/A","0.09","66.05","94.92","36.96","0.02","1.97","104.54","0.22","4.66","5.42","0.02","25.81","0.33","0.01","0.46","41.33","0.13","0.02","0.44","1.49","3.04","0.46","26.24"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","6","Vanilla Icecream","VSSI","Vanilla ice cream","Vanilla ice cream","NDNS","721","79","Ice cream, ice cream desserts and lollies","Ice cream, ice cream desserts and lollies","false","N/A","30.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/ice_cream/Icecrm1.jpg","0.00","N/A","30.00","true","N/A","N/A","N/A","57.90","2.46","1.56","0.96","8.49","8.49","6.96","0.00","N/A","N/A","0.30","31.20","0.03","0.00","0.00","13.50","0.60","33.00","8.70","0.59","0.02","0.07","0.01","243.30","0.00","1.80","0.27","0.81","0.00","1.53","9.00","1.53","3.90","0.45","0.00","0.06","0.30","1.91","0.03","N/A","0.30","25.50","48.90","27.30","0.08","0.30","18.90","0.00","0.00","3.57","0.03","13.50","0.15","0.05","0.27","29.70","0.15","0.00","0.15","0.15","19.47","0.09","120.00"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","7","Berry fruits","BLAB","Blackberries, fresh","Blackberries, fresh","NDNS","1985","73","Fresh fruit","Fresh fruit","false","N/A","45.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/Blackberry_asserved/blkb24.jpg","0.00","N/A","45.00","true","N/A","N/A","N/A","11.25","0.09","0.00","0.41","2.30","2.30","0.00","0.00","N/A","N/A","6.75","18.45","0.31","1.80","0.00","35.10","0.00","9.90","0.00","0.05","0.02","0.02","0.05","46.80","1.40","15.30","1.17","1.13","0.00","2.30","0.45","0.00","10.35","0.00","0.63","0.23","0.27","2.81","0.31","N/A","0.14","13.95","72.00","0.00","0.02","0.00","0.90","2.97","0.00","0.00","0.01","36.00","0.05","0.00","0.05","5.85","0.00","0.05","0.00","1.08","38.25","0.09","54.00"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","3","Lunch","8","Lemonade","LMND","Lemonade ","Lemonade ","NDNS","2322","85","Other carbonated drinks (not diet)","Other carbonated drinks (not diet)","false","Other","357.00","N/A","0.00","N/A","357.00","true","N/A","N/A","N/A","110.67","0.00","0.00","0.00","29.63","29.63","29.63","0.00","N/A","N/A","0.00","17.85","0.00","0.00","0.00","0.00","0.00","7.14","0.00","0.00","0.00","0.00","0.00","474.81","0.00","0.00","7.14","7.85","0.00","0.00","0.00","0.00","3.57","0.71","0.00","0.36","0.00","22.31","0.00","N/A","0.00","0.00","7.14","0.00","0.00","0.00","24.99","0.00","0.00","14.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","339.15","0.00","99.96"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","4","Evening meal","1","Irish Stew ready meal","IRSH","Irish stew","Irish stew","NDNS","1005","42","Lamb and lamb dishes","Lamb and lamb dishes","true","N/A","302.90","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/chicken_sauce/m336.jpg","0.00","N/A","302.90","true","N/A","N/A","N/A","324.10","13.63","6.48","28.17","23.93","4.24","0.00","0.00","N/A","N/A","10.00","81.78","3.03","1662.92","0.00","5109.92","3.03","899.61","81.78","3.54","0.30","0.70","0.18","1360.02","3.03","42.41","0.91","1.21","0.61","4.24","18.17","0.00","39.38","0.00","0.30","4.85","7.27","21.75","2.42","N/A","0.91","227.18","763.31","9.09","0.15","3.03","657.29","3.94","19.69","1.51","0.33","5939.87","4.54","1.12","4.24","999.57","1.82","0.61","0.45","0.61","230.20","3.94","2029.43"
"ffb230f5-1880-44ce-959e-0c49035c52c9","LBD07","2018-08-28T10:10:09.838Z","2018-08-28T10:22:58.464Z","12 min","4","Evening meal","2","Coca Cola","REDC","Coca cola, (not diet)","Coca cola (not diet)","NDNS","7901","85","Other carbonated drinks (not diet)","Other carbonated drinks (not diet)","false","N/A","156.00","N/A","0.00","N/A","156.00","true","N/A","N/A","N/A","71.76","0.00","0.00","0.00","18.88","18.88","18.88","0.00","N/A","N/A","0.00","7.80","0.00","0.00","0.00","0.00","1.56","3.12","0.00","0.00","0.00","0.00","0.00","302.64","0.00","0.00","4.68","4.84","0.00","0.00","0.00","0.00","1.56","0.16","0.00","0.00","0.00","9.75","0.00","N/A","0.00","0.00","3.12","0.00","0.00","0.00","10.92","0.00","0.00","9.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","141.34","0.00","40.56"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","1","Museli","MSLI","Muesli","Muesli","NDNS","212","7","Other breakfast cereals: muesli, bran flakes","Other breakfast cereals: muesli, bran flakes","false","N/A","80.00","N/A","0.00","N/A","80.00","true","N/A","N/A","N/A","280.00","5.20","0.86","8.24","53.44","13.60","7.92","0.00","N/A","N/A","0.00","74.40","2.64","0.00","0.00","0.00","4.80","216.00","1.60","2.54","0.10","1.35","0.31","1187.20","5.68","36.00","3.20","3.12","0.00","5.76","15.20","2.56","73.60","0.00","1.85","5.52","7.36","4.66","2.64","N/A","0.48","254.40","424.80","0.00","0.30","4.00","104.00","7.44","39.84","4.72","0.14","0.00","1.44","0.02","1.84","0.00","0.00","0.40","0.00","0.40","7.44","1.36","373.60"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","2","associated food prompt","WMLK","Whole milk","Whole milk","NDNS","602","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","Whole milks: includes longlife whole, dried whole & any soya or goats milk","false","N/A","203.30","N/A","0.00","N/A","203.30","true","N/A","N/A","N/A","128.08","7.93","4.92","6.91","7.93","7.93","0.00","0.00","N/A","N/A","4.07","235.83","0.00","0.00","0.00","48.79","4.07","182.97","26.43","1.85","0.04","0.20","0.00","555.02","0.00","8.13","0.00","0.00","0.00","7.93","38.63","7.93","20.33","0.00","0.00","0.41","1.42","12.97","0.00","N/A","1.02","189.07","309.02","73.19","0.45","2.03","89.45","N/A","0.00","0.00","0.06","48.79","1.02","0.14","1.02","81.32","1.63","0.20","0.00","0.20","177.69","0.81","321.22"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","3","Raspberries","RASP","Raspberries","Raspberries","NDNS","2143","73","Fresh fruit","Fresh fruit","false","N/A","30.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/Raspberry_asserved/rasp23.jpg","0.00","N/A","30.00","true","N/A","N/A","N/A","7.50","0.09","0.00","0.42","1.38","1.38","0.00","0.00","N/A","N/A","9.60","7.50","0.21","0.00","0.00","1.80","0.60","6.60","0.00","0.01","0.02","0.04","0.03","32.70","0.75","9.90","0.72","0.57","0.00","1.38","2.70","0.00","5.70","0.00","0.12","0.15","0.24","1.88","0.21","N/A","0.06","9.30","51.00","0.00","0.02","0.30","0.90","2.01","0.00","0.06","0.01","1.80","0.06","0.00","0.09","0.30","0.00","0.03","0.00","0.15","26.10","0.09","36.00"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","4","blueberries","BLUE","Blueberries","Blueberries","NDNS","1980","73","Fresh fruit","Fresh fruit","false","N/A","25.00","N/A","0.00","N/A","25.00","true","N/A","N/A","N/A","7.50","0.05","0.00","0.15","1.73","1.73","0.00","0.00","N/A","N/A","4.25","3.00","0.13","0.00","0.00","7.50","0.25","1.25","0.00","0.03","0.01","0.01","0.02","32.00","0.45","1.50","0.83","0.83","0.00","1.73","1.25","0.00","1.25","0.00","0.08","0.10","0.13","1.56","0.13","N/A","0.08","3.50","22.00","0.00","0.01","0.00","0.75","0.63","0.00","0.10","0.01","7.50","0.03","0.00","0.03","1.25","0.00","0.03","0.00","0.60","21.48","0.05","30.00"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","5","Tea","BTEA","Tea","Tea","NDNS","2314","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","226.88","N/A","0.00","N/A","226.88","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.27","0.00","0.00","0.00","0.00","0.02","0.00","0.00","11.34","0.00","0.00","0.00","0.00","2.27","0.00","4.54","0.00","0.32","0.00","0.00","14.18","0.00","N/A","0.23","6.81","79.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","225.29","0.00","18.15"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","6","associated food prompt","WSGR","White sugar","White sugar","NDNS","2205","83","Table sugar: demerara, white","Table sugar: demerara, white","false","N/A","18.50","N/A","0.00","N/A","18.50","true","N/A","N/A","N/A","72.89","0.00","0.00","0.00","18.50","19.43","19.43","0.00","N/A","N/A","0.00","0.93","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","310.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19","0.00","0.00","0.00","0.00","1.16","0.02","N/A","0.00","0.00","0.93","0.00","0.00","0.00","0.93","0.00","0.00","19.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","7.03"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","1","Breakfast","7","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","43.22","N/A","0.00","N/A","43.22","true","N/A","N/A","N/A","19.01","0.73","0.46","1.51","1.69","1.69","0.00","0.00","N/A","N/A","0.86","51.43","0.00","0.00","0.00","3.03","0.86","37.17","3.03","0.17","0.00","0.02","0.00","79.95","0.00","1.73","0.00","0.00","0.00","1.69","7.78","1.69","4.32","0.00","0.00","0.04","0.30","2.76","0.00","N/A","0.22","41.05","66.55","6.48","0.10","0.00","18.58","N/A","0.00","0.00","0.01","3.03","0.22","0.03","0.26","6.91","0.30","0.04","0.00","0.04","38.63","0.17","60.93"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","2","Early snack or drink","1","buiscuit","SHBR","Shortbread","Shortbread","NDNS","8162","14","Sweet biscuits: excludes full coated biscuits","Sweet biscuits: excludes full coated biscuits","false","I don't know","17.00","N/A","0.00","N/A","17.00","true","N/A","N/A","N/A","87.55","4.93","2.97","0.90","10.57","2.65","2.50","0.00","N/A","N/A","0.00","23.46","0.26","0.00","0.00","16.32","0.68","51.51","13.94","1.07","0.05","0.16","0.01","366.86","0.22","2.38","0.00","0.00","0.00","0.15","0.51","0.00","2.55","0.00","0.10","0.19","0.39","0.97","0.26","N/A","0.09","13.09","22.61","47.77","0.01","1.02","54.57","0.37","7.91","2.65","0.03","16.32","0.15","0.13","0.20","50.49","0.00","0.02","0.06","0.22","0.60","0.09","53.89"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","2","Early snack or drink","2","coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","223.86","N/A","0.00","N/A","223.86","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","6.72","0.22","0.00","0.00","0.00","6.72","6.72","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.24","0.00","22.39","0.00","0.00","2.01","2.01","13.99","0.22","N/A","0.00","17.91","268.63","0.00","0.02","0.00","2.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","218.94","0.22","47.01"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","2","Early snack or drink","3","associated food prompt","WSGR","White sugar","White sugar","NDNS","2205","83","Table sugar: demerara, white","Table sugar: demerara, white","false","N/A","16.90","N/A","0.00","N/A","16.90","true","N/A","N/A","N/A","66.59","0.00","0.00","0.00","16.90","17.74","17.74","0.00","N/A","N/A","0.00","0.85","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","283.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.17","0.00","0.00","0.00","0.00","1.06","0.02","N/A","0.00","0.00","0.85","0.00","0.00","0.00","0.85","0.00","0.00","17.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","6.42"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","2","Early snack or drink","4","associated food prompt","HD_CTSM","Skimmed milk","Skimmed milk","NDNS","613","22","Skimmed milks: includes dried and longlife skimmed","Skimmed milks: includes dried and longlife skimmed","false","N/A","42.64","N/A","0.00","N/A","42.64","true","N/A","N/A","N/A","14.92","0.13","0.07","1.49","2.09","2.09","0.00","0.00","N/A","N/A","0.85","52.87","0.00","0.00","0.00","3.84","0.85","37.52","1.71","0.03","0.00","0.00","0.00","63.11","0.00","5.54","0.00","0.00","0.00","2.09","8.95","2.09","5.12","0.00","0.00","0.04","0.34","2.72","0.00","N/A","0.21","40.08","68.22","0.00","0.10","0.43","19.61","0.00","0.00","0.00","0.01","3.84","0.21","0.00","0.30","0.85","0.34","0.04","0.00","0.00","38.72","0.21","52.45"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","1","brie cheese","BRIE","Brie","Brie","NDNS","691","28","Other cheese: edam, cheddar","Other cheese: edam, cheddar","false","N/A","31.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/chesl/chesl4.jpg","0.00","N/A","31.00","true","N/A","N/A","N/A","106.33","9.02","5.64","6.29","0.00","0.00","0.00","0.00","N/A","N/A","0.00","79.36","0.00","0.00","0.00","59.52","1.24","334.80","28.83","2.08","0.05","0.15","0.00","440.20","0.00","17.05","0.00","0.00","0.00","0.00","4.96","0.00","4.65","0.00","0.00","0.16","1.58","1.98","0.00","N/A","0.16","71.92","28.21","92.07","0.10","1.55","207.70","N/A","0.00","0.00","0.09","59.52","0.99","0.39","1.43","101.99","0.19","0.03","0.06","0.25","15.10","0.62","344.10"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","2","wholemeal bread","WSLC","Bread, wholemeal","Bread, wholemeal","NDNS","133","2","Brown and wholemeal bread/rolls","Brown and wholemeal bread/rolls","false","N/A","111.00","N/A","0.00","N/A","111.00","true","N/A","N/A","N/A","246.42","3.22","0.69","10.77","46.51","4.22","0.00","0.00","N/A","N/A","0.00","117.66","2.66","0.00","0.00","0.00","6.66","765.90","0.00","0.67","0.10","0.81","0.26","1046.73","5.44","44.40","0.67","0.33","0.00","4.22","0.00","0.00","73.26","3.33","1.94","4.22","6.77","6.47","2.66","N/A","0.67","224.22","280.83","0.00","0.06","7.77","466.20","7.22","42.29","0.00","0.28","0.00","1.89","0.04","2.55","0.00","0.00","0.11","0.00","0.33","45.73","1.78","180.93"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","3","associated food prompt","BTST","Butter, salted","Butter, salted","NDNS","851","30","Butter: includes half fat butter and other animal fats (e.g. lard)","Butter: includes half fat butter and other animal fats (e.g. lard)","false","N/A","26.10","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/butter_spread/704.jpg","0.00","N/A","26.10","true","N/A","N/A","N/A","193.40","21.35","13.81","0.16","0.18","0.18","0.00","0.00","N/A","N/A","0.00","4.70","0.00","0.00","0.00","155.82","0.00","259.43","57.94","4.78","0.18","0.38","0.00","795.53","0.00","0.00","0.00","0.00","0.00","0.18","9.92","0.18","0.52","0.00","0.00","0.00","0.03","1.67","0.00","N/A","0.03","6.00","7.57","211.41","0.02","0.00","158.17","N/A","0.00","0.00","0.00","155.82","0.03","0.80","0.03","237.51","0.08","0.00","0.23","0.50","3.89","0.03","247.95"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","4","tea","BTEA","Tea","Tea","NDNS","2314","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","226.88","N/A","0.00","N/A","226.88","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.27","0.00","0.00","0.00","0.00","0.02","0.00","0.00","11.34","0.00","0.00","0.00","0.00","2.27","0.00","4.54","0.00","0.32","0.00","0.00","14.18","0.00","N/A","0.23","6.81","79.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","225.29","0.00","18.15"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","5","associated food prompt","WSGR","White sugar","White sugar","NDNS","2205","83","Table sugar: demerara, white","Table sugar: demerara, white","false","N/A","18.50","N/A","0.00","N/A","18.50","true","N/A","N/A","N/A","72.89","0.00","0.00","0.00","18.50","19.43","19.43","0.00","N/A","N/A","0.00","0.93","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","310.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.19","0.00","0.00","0.00","0.00","1.16","0.02","N/A","0.00","0.00","0.93","0.00","0.00","0.00","0.93","0.00","0.00","19.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","7.03"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","3","Lunch","6","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","43.22","N/A","0.00","N/A","43.22","true","N/A","N/A","N/A","19.01","0.73","0.46","1.51","1.69","1.69","0.00","0.00","N/A","N/A","0.86","51.43","0.00","0.00","0.00","3.03","0.86","37.17","3.03","0.17","0.00","0.02","0.00","79.95","0.00","1.73","0.00","0.00","0.00","1.69","7.78","1.69","4.32","0.00","0.00","0.04","0.30","2.76","0.00","N/A","0.22","41.05","66.55","6.48","0.10","0.00","18.58","N/A","0.00","0.00","0.01","3.03","0.22","0.03","0.26","6.91","0.30","0.04","0.00","0.04","38.63","0.17","60.93"
"173be553-2ebe-449c-8b49-12f8c8ec76bb","LBD03","2018-08-28T12:51:16.762Z","2018-08-28T13:19:54.100Z","28 min","4","Afternoon snack or drink","1","tea","BTEA","Tea","Tea","NDNS","2314","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","226.88","N/A","0.00","N/A","226.88","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.27","0.00","0.00","0.00","0.00","0.02","0.00","0.00","11.34","0.00","0.00","0.00","0.00","2.27","0.00","4.54","0.00","0.32","0.00","0.00","14.18","0.00","N/A","0.23","6.81","79.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","225.29","0.00","18.15"
